
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |                     Observed  |   Rel. |     Aki    | Acc. |                 Ei           Ek                 |      Lower level       |      Upper level       |Type|
          |                    Wavelength |   Int. |     s^-1   |      |                (eV)         (eV)                |------------------------|------------------------|    |
          |                     Vac (nm)  |        |            |      |                                                 | Conf.          | Term  | Conf.          | Term  |    |
B IV      |                 116.890       |   350* | 2.5960e+08 | AAA  |    235.1586            -     245.76527          | 1s.3d          | 3D    | 1s.4f          | 3F*   |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B IV      |                 116.890       |   350* | 2.2168e+09 | AAA  |    235.1586            -     245.76527          | 1s.3d          | 3D    | 1s.4f          | 3F*   |    |
B III     |                 116.92        |    25* | 1.33e+08   | A    |     23.922903          -     [34.526680]        | 1s2.3p         | 2P*   | 1s2.6d         | 2D    |    |
B III     |                 116.92        |    25* | 8.30e+07   | A    |     22.342190          -      32.945545         | 1s2.3s         | 2S    | 1s2.5p         | 2P*   |    |
B III     |                 116.92        |    25* | 8.30e+07   | A    |     22.342190          -      32.945281         | 1s2.3s         | 2S    | 1s2.5p         | 2P*   |    |
B III     |                 116.92        |    25* | 2.66e+07   | A    |     23.924144          -     [34.526680]        | 1s2.3p         | 2P*   | 1s2.6d         | 2D    |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B III     |                 116.92        |    25* | 1.60e+08   | A    |     23.924144          -     [34.526680]        | 1s2.3p         | 2P*   | 1s2.6d         | 2D    |    |
B IV      |                 117.086       |     35 | 2.4721e+09 | AAA  |    235.1767            -     245.76550          | 1s.3d          | 1D    | 1s.4f          | 1F*   |    |
B II      |                 118.6703      |      2 | 2.32e+08   | B    |     12.6913654         -      23.139160         | 1s2.2p2        | 1D    | 1s2.2p.3s      | 1P*   |    |
B IV      |                 118.760       |   80d* | 8.9417e+07 | AAA  |    234.6057            -     245.04660          | 1s.3p          | 3P*   | 1s.4s          | 3S    |    |
B IV      |                 118.760       |   80d* | 2.6831e+08 | AAA  |    234.6057            -     245.04660          | 1s.3p          | 3P*   | 1s.4s          | 3S    |    |
          |                               |        |            |      |                                                 |                |       |                |       |    |
B IV      |                 118.760       |   80d* | 4.4737e+08 | AAA  |    234.6057            -     245.04660          | 1s.3p          | 3P*   | 1s.4s          | 3S    |    |
B IV      |                 119.056       |    90d | 1.7998e+09 | AAA  |    235.3490            -     245.7633           | 1s.3p          | 1P*   | 1s.4d          | 1D    |    |
B III     |                 119.500       |    40* |            |      |     23.922903          -     [34.297787]        | 1s2.3p         | 2P*   | 1s2.6s         | 2S    |    |
