
--------------------------------------------------------------------------------------
Spectrum  |          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
Co III    |           281.175  |    20 |           |      |                     |    |
Co III    |           288.831  |    10 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Co III    |           293.327  |    10 |           |      |                     |    |
Co III    |           297.801  |    10 |           |      |                     |    |
Co III    |           299.189  |    20 |           |      |                     |    |
Co III    |           301.092  |    25 |           |      |                     |    |
Co III    |           311.668  |    10 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Co III    |           315.140  |     2 |           |      |                     |    |
Co III    |           318.064  |     2 |           |      |                     |    |
Co III    |           323.211  |    20 |           |      |                     |    |
Co III    |           324.924  |     2 |           |      |                     |    |
Co III    |           325.968  |    20 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Co III    |           326.923  |     2 |           |      |                     |    |
Co III    |           328.768  |    10 |           |      |                     |    |
Co III    |           330.538  |    15 |           |      |                     |    |
Co III    |           345.125  |    10 |           |      |                     |    |
Co III    |           352.624  |     2 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Co III    |           363.421  |     1 |           |      |                     |    |
Co III    |           363.631  |     1 |           |      |                     |    |
Co III    |           366.752  |     2 |           |      |                     |    |
Co III    |           367.723  |     2 |           |      |                     |    |
Co III    |           368.074  |     3 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Co III    |           376.250  |     1 |           |      |                     |    |
Co III    |           378.227  |    15 |           |      |                     |    |
