
--------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |    Rel. |    Aki    | Acc. |          Ei           Ek          |     Lower level     |     Upper level     |   Type|
           Wavelength |    Int. |    s^-1   |      |         (eV)         (eV)         |---------------------|---------------------|       |
            Vac (nm)  |         |           |      |                                   | Conf.        | Term | Conf.        | Term |       |
--------------------------------------------------------------------------------------------------------------------------------------------
                      |         |           |      |                                   |              |      |              |      |       |
          165.54      |  200000 |           |      |                                   |              |      |              |      |       |
          168.85      |  400000 |           |      |                                   |              |      |              |      |       |
          169.990     | 1200000 | 4.08e+08  |      |    0.000000     -     7.2936120   | 5p4          | 3P   | 5p3.(4S*).5d | 3D*  |       |
          170.806     |  240000 |           |      |    0.5890132    -     7.8478055   | 5p4          | 3P   | 5p3.(2D*).5d | 3P*  |       |
          175.088     |  850000 |           |      |    0.000000     -     7.0812587   | 5p4          | 3P   | 5p3.(2D*).6s | 1D*  |       |
                      |         |           |      |                                   |              |      |              |      |       |
          175.9232    |  420000 |           |      |    0.000000     -     7.0475762   | 5p4          | 3P   | 5p3.(2D*).6s | 3D*  |       |
          177.50      |  350000 |           |      |                                   |              |      |              |      |       |
          179.604     |  640000 |           |      |    0.000000     -     6.9031574   | 5p4          | 3P   | 5p3.(4S*).5d | 5D*  |       |
          182.2151    | 3400000 |           |      |    0.000000     -     6.8042612   | 5p4          | 3P   | 5p3.(2D*).6s | 3D*  |       |
          182.55      |  260000 |           |      |                                   |              |      |              |      |       |
                      |         |           |      |                                   |              |      |              |      |       |
          185.0481    |  190000 |           |      |    0.5835310    -     7.2835846   | 5p4          | 3P   | 5p3.(4S*).5d | 3D*  |       |
          185.2013    |  190000 |           |      |    0.5890132    -     7.2835846   | 5p4          | 3P   | 5p3.(4S*).5d | 3D*  |       |
          185.371     |  180000 |           |      |                                   |              |      |              |      |       |
          185.7279    |  500000 |           |      |    0.5890132    -     7.2645356   | 5p4          | 3P   | 5p3.(4S*).5d | 3D*  |       |
          186.050     |   61000 |           |      |    1.3090099    -     7.9731927   | 5p4          | 1D   | 5p3.(2D*).5d | 1P*  |       |
                      |         |           |      |                                   |              |      |              |      |       |
          199.4841    |  320000 |           |      |    0.5890132    -     6.8042612   | 5p4          | 3P   | 5p3.(2D*).6s | 3D*  |       |
--------------------------------------------------------------------------------------------------------------------------------------------
            Observed  |    Rel. |    Aki    | Acc. |          Ei           Ek          |     Lower level     |     Upper level     |   Type|
           Wavelength |    Int. |    s^-1   |      |         (eV)         (eV)         |---------------------|---------------------|       |
            Air (nm)  |         |           |      |                                   | Conf.        | Term | Conf.        | Term |       |
--------------------------------------------------------------------------------------------------------------------------------------------
                      |         |           |      |                                   |              |      |              |      |       |
          200.026     |  190000 |           |      |    0.5835310    -     6.7799375   | 5p4          | 3P   | 5p3.(2D*).6s | 3D*  |       |
          200.2019    |  530000 |           |      |    0.5890132    -     6.7799375   | 5p4          | 3P   | 5p3.(2D*).6s | 3D*  |       |
          207.106     |   90000 |           |      |    1.3090099    -     7.2936120   | 5p4          | 1D   | 5p3.(4S*).5d | 3D*  |       |
