
--------------------------------------------------------------------------------------
Spectrum  |          Observed  |  Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
          |         Wavelength |  Int. |    s^-1   |      |  (eV)         (eV)  |    |
          |          Air (nm)  |       |           |      |                     |    |
--------------------------------------------------------------------------------------
Os I      |           516.898  |    28 |           |      |                     |    |
Os I      |           519.352  |    40 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           520.263  |   270 |           |      |                     |    |
Os I      |           520.323  |    35 |           |      |                     |    |
Os I      |           525.582  |    45 |           |      |                     |    |
Os I      |           526.515  |    55 |           |      |                     |    |
Os I      |           528.389  |    20 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           529.565  |    20 |           |      |                     |    |
Os I      |           529.878  |    40 |           |      |                     |    |
Os I      |           530.258  |    13 |           |      |                     |    |
Os I      |           533.623  |    18 |           |      |                     |    |
Os I      |           534.603  |    11 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           535.225  |    13 |           |      |                     |    |
Os I      |           537.679  |   110 |           |      |                     |    |
Os I      |           540.343  |    16 |           |      |                     |    |
Os I      |           541.214  |    13 |           |      |                     |    |
Os I      |           541.634  |   120 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           541.669  |    45 |           |      |                     |    |
Os I      |           541.751  |    28 |           |      |                     |    |
Os I      |           544.182  |    16 |           |      |                     |    |
Os I      |           544.331  |    55 |           |      |                     |    |
Os I      |           544.693  |    22 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           544.776  |    11 |           |      |                     |    |
Os I      |           544.937  |    20 |           |      |                     |    |
Os I      |           545.340  |    20 |           |      |                     |    |
Os I      |           545.730  |    22 |           |      |                     |    |
Os I      |           547.000  |    28 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           547.458  |    13 |           |      |                     |    |
Os I      |           547.513  |    13 |           |      |                     |    |
Os I      |           547.727  |     9 |           |      |                     |    |
Os I      |           548.185  |    16 |           |      |                     |    |
Os I      |           550.933  |    22 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           551.601  |     9 |           |      |                     |    |
Os I      |           552.353  |   270 |           |      |                     |    |
Os I      |           554.682  |    22 |           |      |                     |    |
Os I      |           554.979  |     9 |           |      |                     |    |
Os I      |           555.288  |    13 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           556.062  |    11 |           |      |                     |    |
Os I      |           558.066  |    16 |           |      |                     |    |
Os I      |           558.444  |    80 |           |      |                     |    |
Os I      |           560.050  |     8 |           |      |                     |    |
Os I      |           562.008  |    35 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           563.741  |     9 |           |      |                     |    |
Os I      |           564.256  |    22 |           |      |                     |    |
Os I      |           564.525  |    28 |           |      |                     |    |
Os I      |           564.898  |     7 |           |      |                     |    |
Os I      |           566.021  |     9 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           567.438  |     7 |           |      |                     |    |
Os I      |           568.088  |    28 |           |      |                     |    |
Os I      |           570.937  |    11 |           |      |                     |    |
Os I      |           572.193  |   170 |           |      |                     |    |
Os I      |           573.789  |     8 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           573.972  |     8 |           |      |                     |    |
Os I      |           576.505  |    22 |           |      |                     |    |
Os I      |           578.082  |   170 |           |      |                     |    |
Os I      |           580.060  |    40 |           |      |                     |    |
Os I      |           584.249  |     8 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           585.776  |   110 |           |      |                     |    |
Os I      |           586.064  |    28 |           |      |                     |    |
Os I      |           588.292  |    11 |           |      |                     |    |
Os I      |           590.398  |    11 |           |      |                     |    |
Os I      |           590.684  |    11 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           590.895  |     7 |           |      |                     |    |
Os I      |           598.136  |     7 |           |      |                     |    |
Os I      |           598.322  |    11 |           |      |                     |    |
Os I      |           599.600  |    65 |           |      |                     |    |
Os I      |           601.579  |    20 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           605.463  |     7 |           |      |                     |    |
Os I      |           614.453  |    20 |           |      |                     |    |
Os I      |           615.803  |    11 |           |      |                     |    |
Os I      |           622.770  |    35 |           |      |                     |    |
Os I      |           624.170  |     7 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           626.941  |    22 |           |      |                     |    |
Os I      |           627.494  |    11 |           |      |                     |    |
Os I      |           628.683  |    11 |           |      |                     |    |
Os I      |           639.886  |     9 |           |      |                     |    |
Os I      |           640.315  |    22 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           644.813  |     9 |           |      |                     |    |
Os I      |           652.085  |     6 |           |      |                     |    |
Os I      |           652.887  |     7 |           |      |                     |    |
Os I      |           653.314  |     7 |           |      |                     |    |
Os I      |           653.830  |    11 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           657.683  |    11 |           |      |                     |    |
Os I      |           661.456  |     8 |           |      |                     |    |
Os I      |           661.543  |     4 |           |      |                     |    |
Os I      |           666.181  |     7 |           |      |                     |    |
Os I      |           672.956  |    27 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           679.153  |    18 |           |      |                     |    |
Os I      |           680.661  |    14 |           |      |                     |    |
Os I      |           687.870  |     5 |           |      |                     |    |
Os I      |           690.158  |     4 |           |      |                     |    |
Os I      |           695.602  |    11 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           698.495  |     6 |           |      |                     |    |
Os I      |           706.067  |    15 |           |      |                     |    |
Os I      |           714.554  |    22 |           |      |                     |    |
Os I      |           714.989  |    10 |           |      |                     |    |
Os I      |           718.410  |     4 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           720.633  |    10 |           |      |                     |    |
Os I      |           720.996  |     5 |           |      |                     |    |
Os I      |           725.116  |     9 |           |      |                     |    |
Os I      |           725.349  |     6 |           |      |                     |    |
Os I      |           737.507  |     6 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           740.795  |     9 |           |      |                     |    |
Os I      |           760.295  |    26 |           |      |                     |    |
Os I      |           770.146  |     4 |           |      |                     |    |
Os I      |           778.996  |     7 |           |      |                     |    |
Os I      |           785.217  |     7 |           |      |                     |    |
          |                    |       |           |      |                     |    |
Os I      |           798.120  |     6 |           |      |                     |    |
Os I      |           804.129  |     7 |           |      |                     |    |
