
---------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |           Observed  |    Rel. |    Aki    | Acc. |        Ei           Ek         |    Lower level     |       Upper level       |Type|
          |          Wavelength |    Int. |    s^-1   |      |       (eV)         (eV)        |--------------------|-------------------------|    |
          |           Vac (nm)  |         |           |      |                                | Conf.       | Term | Conf.          | Term   |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta IV     |           192.475   |      84 |           |      |                                |             |      |                |        |    |
Ta IV     |           194.025   |      77 |           |      |                                |             |      |                |        |    |
Ta IV     |           198.568   |      79 |           |      |                                |             |      |                |        |    |
Ta IV     |           198.944   |      82 |           |      |                                |             |      |                |        |    |
---------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |           Observed  |    Rel. |    Aki    | Acc. |        Ei           Ek         |    Lower level     |       Upper level       |Type|
          |          Wavelength |    Int. |    s^-1   |      |       (eV)         (eV)        |--------------------|-------------------------|    |
          |           Air (nm)  |         |           |      |                                | Conf.       | Term | Conf.          | Term   |    |
---------------------------------------------------------------------------------------------------------------------------------------------------
          |                     |         |           |      |                                |             |      |                |        |    |
Ta IV     |           205.575   |      85 |           |      |                                |             |      |                |        |    |
Ta IV     |           207.901   |      83 |           |      |                                |             |      |                |        |    |
Ta IV     |           211.153   |      75 |           |      |                                |             |      |                |        |    |
Ta II     |           214.013   |    1100 |           |      |                                |             |      |                |        |    |
Ta II     |           214.687   |    1500 |           |      |   0.127869    -     5.901154   | 5d3.(4F).6s | a 5F |                | 475*   |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           215.062   |     740 |           |      |                                |             |      |                |        |    |
Ta II     |           216.501   |     600 |           |      |                                |             |      |                |        |    |
Ta II     |           217.803   |     740 |           |      |                                |             |      |                |        |    |
Ta II     |           218.271   |    1200 |           |      |                                |             |      |                |        |    |
Ta II     |           219.320   |     540 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           219.388   |    1100 |           |      |                                |             |      |                |        |    |
Ta II     |           219.603   |    1500 |           |      |   0.547477    -     6.191500   | 5d3.(4F).6s | a 5F |                | 499*   |    |
Ta IV     |           219.958   |      90 |           |      |                                |             |      |                |        |    |
Ta II     |           219.967   |    1500 |           |      |   0.00000     -     5.634698   | 5d3.(4F).6s | a 5F |                | 454*   |    |
Ta II     |           220.714   |     500 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta IV     |           220.764   |      90 |           |      |                                |             |      |                |        |    |
Ta II     |           221.003   | 1400bl* |           |      |   0.00000     -     5.608282   | 5d3.(4F).6s | a 5F |                | 5D*    |    |
Ta II     |           221.019   | 1400bl* |           |      |   0.547477    -     6.155394   | 5d3.(4F).6s | a 5F |                | 496*   |    |
Ta II     |           221.560   |     420 |           |      |                                |             |      |                |        |    |
Ta II     |           223.948   |   1400* |           |      |   0.547477    -     6.082067   | 5d3.(4F).6s | a 5F |                | 490*   |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           223.948   |   1400* |           |      |   0.327590    -     5.862087   | 5d3.(4F).6s | a 5F |                | 472*   |    |
Ta II     |           224.848   |     240 |           |      |                                |             |      |                |        |    |
Ta II     |           224.979   |     480 |           |      |                                |             |      |                |        |    |
Ta II     |           225.076   |    1200 |           |      |                                |             |      |                |        |    |
Ta II     |           225.486   |     260 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           225.577   |     440 |           |      |                                |             |      |                |        |    |
Ta II     |           225.651   |     360 |           |      |                                |             |      |                |        |    |
Ta II     |           225.871   |     500 |           |      |                                |             |      |                |        |    |
Ta II     |           226.142   |     840 |           |      |                                |             |      |                |        |    |
Ta II     |           226.162   |     260 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           226.230   |     990 |           |      |                                |             |      |                |        |    |
Ta II     |           226.956   |     220 |           |      |                                |             |      |                |        |    |
Ta II     |           227.185   |     740 |           |      |                                |             |      |                |        |    |
Ta II     |           227.259   |     990 |           |      |                                |             |      |                |        |    |
Ta I      |           227.985   |     200 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           228.219   |     320 |           |      |                                |             |      |                |        |    |
Ta II     |           228.502   |     130 |           |      |                                |             |      |                |        |    |
Ta II     |           228.525   |     790 |           |      |                                |             |      |                |        |    |
Ta II     |           228.659   |     600 |           |      |                                |             |      |                |        |    |
Ta II     |           228.727   |     240 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           228.916   |     990 |           |      |                                |             |      |                |        |    |
Ta II     |           229.254   |     180 |           |      |                                |             |      |                |        |    |
Ta II     |           230.147   |     160 |           |      |                                |             |      |                |        |    |
Ta II     |           230.224   |     440 |           |      |                                |             |      |                |        |    |
Ta II     |           230.293   |     440 |           |      |                                |             |      |                |        |    |
          |                     |         |           |      |                                |             |      |                |        |    |
Ta II     |           230.349   |     300 |           |      |                                |             |      |                |        |    |
Ta II     |           230.846   |     100 |           |      |                                |             |      |                |        |    |
Ta II     |           231.260   |     440 |           |      |                                |             |      |                |        |    |
Ta II     |           231.546   |     420 |           |      |                                |             |      |                |        |    |
Ta II     |           231.916   |     260 |           |      |                                |             |      |                |        |    |
