
---------------------------------------------------------------------------------------
Spectrum  |          Observed  |   Rel. |    Aki    | Acc. |   Ei           Ek   |Type|
          |         Wavelength |   Int. |    s^-1   |      |  (eV)         (eV)  |    |
          |          Vac (nm)  |        |           |      |                     |    |
---------------------------------------------------------------------------------------
          |                    |        |           |      |                     |    |
Nb I      |           383.518  |    350 |           |      |                     |    |
Nb I      |           383.645  |    250 |           |      |                     |    |
Nb I      |           384.590  |    210 |           |      |                     |    |
Nb I      |           385.895  |    290 |           |      |                     |    |
Nb I      |           386.338  |    350 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           386.792  |    270 |           |      |                     |    |
Nb I      |           387.756  |    530 |           |      |                     |    |
Nb I      |           387.882  |    870 |           |      |                     |    |
Nb I      |           388.314  |    670 |           |      |                     |    |
Nb I      |           388.544  |   1100 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           388.568  |    670 |           |      |                     |    |
Nb I      |           388.607  |    210 |           |      |                     |    |
Nb I      |           389.130  |    580 |           |      |                     |    |
Nb I      |           390.897  |    210 |           |      |                     |    |
Nb I      |           391.470  |    670 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           392.020  |    530 |           |      |                     |    |
Nb I      |           393.744  |    670 |           |      |                     |    |
Nb I      |           394.367  |    520 |           |      |                     |    |
Nb I      |           396.569  |    250 |           |      |                     |    |
Nb I      |           396.609  |  910bl |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           397.185  |    210 |           |      |                     |    |
Nb I      |           403.252  |   1100 |           |      |                     |    |
Nb I      |           403.953  |    250 |           |      |                     |    |
Nb I      |           405.894  | 16000c |           |      |                     |    |
Nb I      |           405.951  |    210 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           406.079  |    350 |           |      |                     |    |
Nb I      |           406.826  |    210 |           |      |                     |    |
Nb I      |           407.973  |  12000 |           |      |                     |    |
Nb I      |           408.486  |    270 |           |      |                     |    |
Nb I      |           410.040  |    440 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           410.092  |   6700 |           |      |                     |    |
Nb I      |           411.690  |    310 |           |      |                     |    |
Nb I      |           412.381  |   5300 |           |      |                     |    |
Nb I      |           412.943  |    670 |           |      |                     |    |
Nb I      |           412.993  |    770 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           413.710  |   2300 |           |      |                     |    |
Nb I      |           413.944  |    440 |           |      |                     |    |
Nb I      |           413.971  |   2700 |           |      |                     |    |
Nb I      |           414.321  |    350 |           |      |                     |    |
Nb I      |           415.012  |    870 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           415.258  |   4400 |           |      |                     |    |
Nb I      |           416.347  |    870 |           |      |                     |    |
Nb I      |           416.366  |   4400 |           |      |                     |    |
Nb I      |           416.466  |   4000 |           |      |                     |    |
Nb I      |           416.813  |   3500 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           418.444  |    310 |           |      |                     |    |
Nb I      |           419.088  |   1200 |           |      |                     |    |
Nb I      |           419.207  |    870 |           |      |                     |    |
Nb I      |           419.509  |    870 |           |      |                     |    |
Nb I      |           419.566  |   1300 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           419.851  |    310 |           |      |                     |    |
Nb I      |           420.152  |    350 |           |      |                     |    |
Nb I      |           420.531  |    870 |           |      |                     |    |
Nb I      |           421.473  |    350 |           |      |                     |    |
Nb I      |           421.794  |    420 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           422.915  |    420 |           |      |                     |    |
Nb I      |           425.544  |    250 |           |      |                     |    |
Nb I      |           426.205  |    770 |           |      |                     |    |
Nb I      |           426.602  |    420 |           |      |                     |    |
Nb I      |           427.069  |    290 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           428.699  |    400 |           |      |                     |    |
Nb I      |           429.960  |    580 |           |      |                     |    |
Nb I      |           430.099  |    580 |           |      |                     |    |
Nb I      |           430.956  |    120 |           |      |                     |    |
Nb I      |           431.127  |    390 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           431.245  |    120 |           |      |                     |    |
Nb I      |           432.633  |    350 |           |      |                     |    |
Nb I      |           432.738  |    120 |           |      |                     |    |
Nb I      |           433.137  |    390 |           |      |                     |    |
Nb I      |           434.282  |    140 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           434.865  |    140 |           |      |                     |    |
Nb I      |           434.903  |    110 |           |      |                     |    |
Nb I      |           435.157  |    290 |           |      |                     |    |
Nb I      |           436.843  |    210 |           |      |                     |    |
Nb I      |           437.796  |    140 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           438.836  |    130 |           |      |                     |    |
Nb I      |           439.269  |    160 |           |      |                     |    |
Nb I      |           441.021  |    330 |           |      |                     |    |
Nb I      |           441.944  |    190 |           |      |                     |    |
Nb I      |           443.722  |   230c |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           444.718  |    290 |           |      |                     |    |
Nb I      |           445.680  |    140 |           |      |                     |    |
Nb I      |           445.742  |    140 |           |      |                     |    |
Nb I      |           446.971  |    140 |           |      |                     |    |
Nb I      |           447.129  |    140 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           447.253  |    140 |           |      |                     |    |
Nb I      |           450.304  |    150 |           |      |                     |    |
Nb I      |           452.341  |    530 |           |      |                     |    |
Nb I      |           454.682  |    480 |           |      |                     |    |
Nb I      |           456.453  |    370 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           457.308  |    720 |           |      |                     |    |
Nb I      |           458.162  |    480 |           |      |                     |    |
Nb I      |           460.677  |   1200 |           |      |                     |    |
Nb I      |           461.617  |    170 |           |      |                     |    |
Nb I      |           463.011  |    450 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           464.895  |    450 |           |      |                     |    |
Nb I      |           464.927  |    110 |           |      |                     |    |
Nb I      |           466.383  |    450 |           |      |                     |    |
Nb I      |           466.624  |    340 |           |      |                     |    |
Nb I      |           466.722  |    240 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           467.209  |    580 |           |      |                     |    |
Nb I      |           467.537  |    530 |           |      |                     |    |
Nb I      |           467.848  |    110 |           |      |                     |    |
Nb I      |           468.514  |    320 |           |      |                     |    |
Nb I      |           470.614  |   130c |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           470.829  |    260 |           |      |                     |    |
Nb I      |           471.350  |    150 |           |      |                     |    |
Nb I      |           473.389  |   110c |           |      |                     |    |
Nb I      |           474.970  |   220c |           |      |                     |    |
Nb I      |           481.638  |    110 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           484.837  |   110c |           |      |                     |    |
Nb I      |           496.778  |   130c |           |      |                     |    |
Nb I      |           497.314  |    110 |           |      |                     |    |
Nb I      |           498.897  |    190 |           |      |                     |    |
Nb I      |           500.095  |     85 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           500.225  |     65 |           |      |                     |    |
Nb I      |           501.327  |     40 |           |      |                     |    |
Nb I      |           501.775  |    230 |           |      |                     |    |
Nb I      |           501.951  |     40 |           |      |                     |    |
Nb I      |           502.636  |    150 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           503.013  |     40 |           |      |                     |    |
Nb I      |           503.904  |    210 |           |      |                     |    |
Nb I      |           504.796  |     40 |           |      |                     |    |
Nb I      |           505.801  |    170 |           |      |                     |    |
Nb I      |           505.935  |     65 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           506.525  |    130 |           |      |                     |    |
Nb I      |           507.740  |     40 |           |      |                     |    |
Nb I      |           507.896  |    750 |           |      |                     |    |
Nb I      |           509.441  |    40c |           |      |                     |    |
Nb I      |           509.530  |    420 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           510.016  |    170 |           |      |                     |    |
Nb I      |           512.030  |    170 |           |      |                     |    |
Nb I      |           512.180  |     85 |           |      |                     |    |
Nb I      |           512.766  |     85 |           |      |                     |    |
Nb I      |           513.334  |     40 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           513.475  |    210 |           |      |                     |    |
Nb I      |           514.058  |     75 |           |      |                     |    |
Nb I      |           514.754  |     75 |           |      |                     |    |
Nb I      |           515.064  |     40 |           |      |                     |    |
Nb I      |           515.263  |     75 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           516.033  |    250 |           |      |                     |    |
Nb I      |           516.438  |    250 |           |      |                     |    |
Nb I      |           518.031  |    230 |           |      |                     |    |
Nb I      |           518.698  |    110 |           |      |                     |    |
Nb I      |           518.920  |    190 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           519.308  |    170 |           |      |                     |    |
Nb I      |           519.584  |    150 |           |      |                     |    |
Nb I      |           520.322  |     65 |           |      |                     |    |
Nb I      |           520.513  |     35 |           |      |                     |    |
Nb I      |           521.910  |    85c |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           522.516  |     65 |           |      |                     |    |
Nb I      |           523.281  |    150 |           |      |                     |    |
Nb I      |           523.743  |    85c |           |      |                     |    |
Nb I      |           524.039  |     29 |           |      |                     |    |
Nb I      |           525.162  |  150bl |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           525.181  |        |           |      |                     |    |
Nb I      |           525.303  |     75 |           |      |                     |    |
Nb I      |           525.393  |     85 |           |      |                     |    |
Nb I      |           526.992  |     50 |           |      |                     |    |
Nb I      |           527.153  |    270 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           527.248  |     25 |           |      |                     |    |
Nb I      |           527.620  |   130c |           |      |                     |    |
Nb I      |           527.943  |    29c |           |      |                     |    |
Nb I      |           528.526  |     50 |           |      |                     |    |
Nb I      |           529.634  |     35 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           531.555  |     50 |           |      |                     |    |
Nb I      |           531.701  |     17 |           |      |                     |    |
Nb I      |           531.860  |    250 |           |      |                     |    |
Nb I      |           531.949  |     50 |           |      |                     |    |
Nb I      |           533.487  |     75 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           533.681  |     25 |           |      |                     |    |
Nb I      |           534.080  |     50 |           |      |                     |    |
Nb I      |           534.358  |     25 |           |      |                     |    |
Nb I      |           534.417  |    460 |           |      |                     |    |
Nb I      |           535.074  |    340 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           535.328  |     40 |           |      |                     |    |
Nb I      |           535.531  |     25 |           |      |                     |    |
Nb I      |           535.570  |     40 |           |      |                     |    |
Nb I      |           535.919  |     29 |           |      |                     |    |
Nb I      |           536.201  |     17 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           537.527  |     40 |           |      |                     |    |
Nb I      |           538.134  |     40 |           |      |                     |    |
Nb I      |           538.830  |     17 |           |      |                     |    |
Nb I      |           539.586  |     21 |           |      |                     |    |
Nb I      |           539.633  |     29 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           541.124  |     29 |           |      |                     |    |
Nb I      |           541.630  |     21 |           |      |                     |    |
Nb I      |           542.244  |     65 |           |      |                     |    |
Nb I      |           543.126  |     21 |           |      |                     |    |
Nb I      |           543.727  |    110 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           544.831  |     19 |           |      |                     |    |
Nb I      |           545.619  |     19 |           |      |                     |    |
Nb I      |           545.804  |     40 |           |      |                     |    |
Nb I      |           546.810  |    19w |           |      |                     |    |
Nb I      |           548.100  |     40 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           548.309  |     13 |           |      |                     |    |
Nb I      |           548.349  |     19 |           |      |                     |    |
Nb I      |           549.106  |     13 |           |      |                     |    |
Nb I      |           549.953  |     17 |           |      |                     |    |
Nb I      |           550.458  |     40 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           550.912  |     17 |           |      |                     |    |
Nb I      |           551.282  |    35c |           |      |                     |    |
Nb I      |           551.739  |     17 |           |      |                     |    |
Nb I      |           552.357  |     50 |           |      |                     |    |
Nb I      |           554.147  |     25 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           555.135  |     85 |           |      |                     |    |
Nb I      |           556.300  |     29 |           |      |                     |    |
Nb I      |           557.144  |    17c |           |      |                     |    |
Nb I      |           557.616  |    35c |           |      |                     |    |
Nb I      |           557.829  |     35 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           558.697  |     50 |           |      |                     |    |
Nb I      |           559.095  |    17c |           |      |                     |    |
Nb I      |           559.489  |     13 |           |      |                     |    |
Nb I      |           559.959  |    17c |           |      |                     |    |
Nb I      |           560.352  |     40 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           560.393  |     13 |           |      |                     |    |
Nb I      |           562.826  |     25 |           |      |                     |    |
Nb I      |           562.917  |     65 |           |      |                     |    |
Nb I      |           563.542  |    35c |           |      |                     |    |
Nb I      |           564.211  |    170 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           564.530  |     35 |           |      |                     |    |
Nb I      |           565.414  |     17 |           |      |                     |    |
Nb I      |           566.471  |    130 |           |      |                     |    |
Nb I      |           566.563  |    170 |           |      |                     |    |
Nb I      |           566.686  |     17 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           567.102  |  65c,w |           |      |                     |    |
Nb I      |           567.191  |     85 |           |      |                     |    |
Nb I      |           567.747  |     25 |           |      |                     |    |
Nb I      |           569.309  |     25 |           |      |                     |    |
Nb I      |           569.790  |   35bl |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           569.803  |        |           |      |                     |    |
Nb I      |           570.616  |     40 |           |      |                     |    |
Nb I      |           570.648  |     85 |           |      |                     |    |
Nb I      |           570.933  |     29 |           |      |                     |    |
Nb I      |           571.559  |     17 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           571.635  |     65 |           |      |                     |    |
Nb I      |           572.566  |     25 |           |      |                     |    |
Nb I      |           572.919  |    130 |           |      |                     |    |
Nb I      |           573.736  |     21 |           |      |                     |    |
Nb I      |           573.820  |     13 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           575.144  |     85 |           |      |                     |    |
Nb I      |           576.034  |    110 |           |      |                     |    |
Nb I      |           576.499  |     65 |           |      |                     |    |
Nb I      |           577.108  |     29 |           |      |                     |    |
Nb I      |           577.607  |    50c |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           578.034  |     17 |           |      |                     |    |
Nb I      |           578.754  |     85 |           |      |                     |    |
Nb I      |           578.979  |     17 |           |      |                     |    |
Nb I      |           579.424  |     50 |           |      |                     |    |
Nb I      |           580.403  |     50 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           581.533  |    29w |           |      |                     |    |
Nb I      |           581.943  |    110 |           |      |                     |    |
Nb I      |           582.062  |     35 |           |      |                     |    |
Nb I      |           583.490  |     75 |           |      |                     |    |
Nb I      |           583.815  |     25 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           583.864  |  130bl |           |      |                     |    |
Nb I      |           584.247  |     50 |           |      |                     |    |
Nb I      |           584.609  |     17 |           |      |                     |    |
Nb I      |           586.647  |     65 |           |      |                     |    |
Nb I      |           587.470  |     35 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           587.779  |     17 |           |      |                     |    |
Nb I      |           589.344  |     40 |           |      |                     |    |
Nb I      |           590.062  | 190c,w |           |      |                     |    |
Nb I      |           590.380  |    40c |           |      |                     |    |
Nb I      |           592.741  |     29 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           593.416  |    40c |           |      |                     |    |
Nb I      |           595.770  |     40 |           |      |                     |    |
Nb I      |           598.322  |    150 |           |      |                     |    |
Nb I      |           598.608  |     65 |           |      |                     |    |
Nb I      |           599.793  |  85c,w |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           602.975  |     50 |           |      |                     |    |
Nb I      |           603.184  |     50 |           |      |                     |    |
Nb I      |           604.550  |     50 |           |      |                     |    |
Nb I      |           604.872  |     25 |           |      |                     |    |
Nb I      |           605.665  |     29 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           610.771  |     29 |           |      |                     |    |
Nb I      |           614.251  |     40 |           |      |                     |    |
Nb I      |           614.813  |     50 |           |      |                     |    |
Nb I      |           616.432  |     50 |           |      |                     |    |
Nb I      |           621.306  |     29 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           622.196  |     75 |           |      |                     |    |
Nb I      |           625.176  |    40c |           |      |                     |    |
Nb I      |           626.077  |     21 |           |      |                     |    |
Nb I      |           643.046  |    85c |           |      |                     |    |
Nb I      |           643.322  |    50c |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           649.784  |     17 |           |      |                     |    |
Nb I      |           654.461  |     65 |           |      |                     |    |
Nb I      |           657.473  |     15 |           |      |                     |    |
Nb I      |           659.100  |  19c,w |           |      |                     |    |
Nb I      |           660.616  |     19 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           660.728  |     19 |           |      |                     |    |
Nb I      |           661.415  |     35 |           |      |                     |    |
Nb I      |           662.698  |     19 |           |      |                     |    |
Nb I      |           666.084  | 210c,w |           |      |                     |    |
Nb I      |           667.733  | 150c,w |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           670.120  |     65 |           |      |                     |    |
Nb I      |           672.362  |   130c |           |      |                     |    |
Nb I      |           673.988  |     75 |           |      |                     |    |
Nb I      |           679.531  |     25 |           |      |                     |    |
Nb I      |           682.811  |     85 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           684.935  |    25c |           |      |                     |    |
Nb I      |           687.092  |     19 |           |      |                     |    |
Nb I      |           687.636  |     40 |           |      |                     |    |
Nb I      |           690.289  |    25c |           |      |                     |    |
Nb I      |           690.807  |     35 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           691.832  |     40 |           |      |                     |    |
Nb I      |           694.607  |     17 |           |      |                     |    |
Nb I      |           697.249  |     17 |           |      |                     |    |
Nb I      |           698.609  |     25 |           |      |                     |    |
Nb I      |           699.032  |     85 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           699.611  |    17c |           |      |                     |    |
Nb I      |           702.348  |     21 |           |      |                     |    |
Nb I      |           703.804  |     17 |           |      |                     |    |
Nb I      |           704.681  |   190c |           |      |                     |    |
Nb I      |           706.641  |      8 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           707.523  |      8 |           |      |                     |    |
Nb I      |           709.894  |    40c |           |      |                     |    |
Nb I      |           710.201  |  17c,w |           |      |                     |    |
Nb I      |           711.931  |     19 |           |      |                     |    |
Nb I      |           712.295  |     15 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           712.617  |     35 |           |      |                     |    |
Nb I      |           713.006  |     17 |           |      |                     |    |
Nb I      |           715.943  |    130 |           |      |                     |    |
Nb I      |           719.137  |     17 |           |      |                     |    |
Nb I      |           720.894  |    19c |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           725.235  |     50 |           |      |                     |    |
Nb I      |           727.481  |     15 |           |      |                     |    |
Nb I      |           731.703  |     13 |           |      |                     |    |
Nb I      |           732.392  |    17c |           |      |                     |    |
Nb I      |           732.838  |  29c,w |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           735.316  |    65c |           |      |                     |    |
Nb I      |           737.250  | 190c,w |           |      |                     |    |
Nb I      |           741.983  |     13 |           |      |                     |    |
Nb I      |           743.602  |     15 |           |      |                     |    |
Nb I      |           747.820  |     19 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           751.593  |     65 |           |      |                     |    |
Nb I      |           751.977  |    29c |           |      |                     |    |
Nb I      |           757.458  |   170c |           |      |                     |    |
Nb I      |           758.321  |    17c |           |      |                     |    |
Nb I      |           763.981  |     13 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           764.771  |     13 |           |      |                     |    |
Nb I      |           770.333  |     25 |           |      |                     |    |
Nb I      |           772.668  |    75c |           |      |                     |    |
Nb I      |           775.731  |     25 |           |      |                     |    |
Nb I      |           778.711  |      6 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           787.341  |  13c,w |           |      |                     |    |
Nb I      |           788.531  |     35 |           |      |                     |    |
Nb I      |           793.889  |     25 |           |      |                     |    |
Nb I      |           795.476  |      8 |           |      |                     |    |
Nb I      |           813.520  |     40 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           824.000  |  13c,w |           |      |                     |    |
Nb I      |           832.093  |  29c,w |           |      |                     |    |
Nb I      |           834.608  |     29 |           |      |                     |    |
Nb I      |           835.004  |     10 |           |      |                     |    |
Nb I      |           843.977  |     17 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           847.598  |    17w |           |      |                     |    |
Nb I      |           852.699  |     25 |           |      |                     |    |
Nb I      |           854.725  |    13c |           |      |                     |    |
Nb I      |           856.054  |    17c |           |      |                     |    |
Nb I      |           857.587  |     17 |           |      |                     |    |
          |                    |        |           |      |                     |    |
Nb I      |           869.755  |    21c |           |      |                     |    |
Nb I      |           874.096  |     21 |           |      |                     |    |
Nb I      |           876.797  |     21 |           |      |                     |    |
Nb I      |           881.556  |  29c,w |           |      |                     |    |
Nb I      |           890.578  |     35 |           |      |                     |    |
