
-----------------------------------------------------------------------------------------------------------------------------------------
            Observed  |  Rel. |    Aki    | Acc. |         Ei           Ek         |      Lower level      |      Upper level      |Type|
           Wavelength |  Int. |    s^-1   |      |        (eV)         (eV)        |-----------------------|-----------------------|    |
            Air (nm)  |       |           |      |                                 | Conf.          | Term | Conf.          | Term |    |
           221.3696   |    40 |           |      |    1.868433    -     7.467466   | 5d4.6s2        | 3H   |                | *    |    |
           221.4340   |    50 |           |      |    2.108785    -     7.706176   | 5d4.6s2        | 3H   |                | *    |    |
                      |       |           |      |                                 |                |      |                |      |    |
           221.4708   |    20 |           |      |    1.655010    -     7.251528   | 5d4.6s2        | 3G   |                | *    |    |
           221.4830   |    40 |           |      |    0.207090    -     5.803260   | 5d4.6s2        | 5D   |                | *    |    |
           221.5354   |    12 |           |      |                                 |                |      |                |      |    |
           221.6414   |    30 |           |      |    2.037223    -     7.629429   | 5d4.6s2        | 3G   |                | *    |    |
           221.7176   |    30 |           |      |    1.868433    -     7.458681   | 5d4.6s2        | 3H   |                | *    |    |
                      |       |           |      |                                 |                |      |                |      |    |
           221.802    |     3 |           |      |    0.771099    -     6.359240   | 5d4.6s2        | 5D   |                | *    |    |
           221.8352   |    40 |           |      |    0.412313    -     5.999590   | 5d4.6s2        | 5D   |                | *    |    |
           221.9192   |    25 |           |      |    2.120999    -     7.706176   | 5d4.6s2        | 3F2  |                | *    |    |
           221.9295   |    6c |           |      |    2.037223    -     7.622127   | 5d4.6s2        | 3G   |                | *    |    |
           222.009    |     3 |           |      |                                 |                |      |                |      |    |
                      |       |           |      |                                 |                |      |                |      |    |
           222.040    |    35 |           |      |    1.856810    -     7.438940   | 5d4.6s2        | 3D   |                | *    |    |
           222.0675   |    8c |           |      |    0.365913    -     5.947351   | 5d5.(6S).6s    | 7S   |                | *    |    |
           222.1852   |    40 |           |      |    0.412313    -     5.990772   | 5d4.6s2        | 5D   |                | *    |    |
           222.2363   |     6 |           |      |    1.649870    -     7.227061   | 5d4.6s2        | 3P2  |                | *    |    |
           222.2444   |    10 |           |      |    1.507891    -     7.084888   | 5d4.6s2        | 3H   |                | *    |    |
                      |       |           |      |                                 |                |      |                |      |    |
           222.290    |    10 |           |      |                                 |                |      |                |      |    |
           222.301    |    12 |           |      |    1.507891    -     7.083438   | 5d4.6s2        | 3H   |                | *    |    |
           222.3574   |   80r |           |      |    0.598844    -     6.172997   | 5d4.6s2        | 5D   |                | *    |    |
           222.4314   |    25 |           |      |    0.207090    -     5.779362   | 5d4.6s2        | 5D   |                | *    |    |
           222.5230   |    15 |           |      |    1.916797    -     7.486797   | 5d4.6s2        | 3D   |                | *    |    |
                      |       |           |      |                                 |                |      |                |      |    |
           222.5544   |   100 |           |      |    0.412313    -     5.981529   | 5d4.6s2        | 5D   |                | *    |    |
           222.698    |    10 |           |      |                                 |                |      |                |      |    |
           222.798    |   80r |           |      |    0.598844    -     6.161960   | 5d4.6s2        | 5D   |                | *    |    |
           222.814    |    20 |           |      |    1.708218    -     7.270941   | 5d4.6s2        | 3F2  |                | *    |    |
           222.858    |    30 |           |      |    1.655010    -     7.216624   | 5d4.6s2        | 3G   |                | *    |    |
                      |       |           |      |                                 |                |      |                |      |    |
           222.880    |    40 |           |      |    0.771099    -     6.332143   | 5d4.6s2        | 5D   |                | *    |    |
           222.911    |    15 |           |      |    1.181329    -     6.741616   | 5d4.6s2        | 3P2  |                | *    |    |
           222.9196   |    50 |           |      |    0.412313    -     5.972387   | 5d4.6s2        | 5D   |                | *    |    |
           223.0734   |    50 |           |      |                                 |                |      |                |      |    |
