
------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |              Observed  |    Rel. |    Aki    | Acc. |           Ei           Ek            |        Lower level         |         Upper level         |Type|
          |             Wavelength |    Int. |    s^-1   |      |          (eV)         (eV)           |----------------------------|-----------------------------|    |
          |              Vac (nm)  |         |           |      |                                      | Conf.              | Term  | Conf.               | Term  |    |
I III     |            264.077     |       4 |           |      |                                      |                    |       |                     |       |    |
          |                        |         |           |      |                                      |                    |       |                     |       |    |
I III     |            264.211     |       4 |           |      |                                      |                    |       |                     |       |    |
I IV      |            264.211     |       5 |           |      |                                      |                    |       |                     |       |    |
I IV      |            265.223     |       8 |           |      |                                      |                    |       |                     |       |    |
I III     |            265.225     |       6 |           |      |                                      |                    |       |                     |       |    |
I II      |            268.8981    |    200c |           |      |                                      |                    |       |                     |       |    |
          |                        |         |           |      |                                      |                    |       |                     |       |    |
I II      |            273.0124    |     500 |           |      |    12.782965     -     17.322962     | 5s2.5p3.(2D*).5d   | 1G*   | 5s2.5p3.(2D*).4f    | 1G    |    |
I II      |            276.5149    |      20 |           |      |    12.391365     -     16.873851     | 5s2.5p3.(2D*).5d   | 3F*   | 5s2.5p3.(2D*).4f    | 3F    |    |
I II      |            280.8594    |     200 |           |      |    12.541967     -     16.955131     | 5s2.5p3.(2D*).5d   | 3G*   | 5s2.5p3.(2D*).4f    | 3H    |    |
I IV      |            281.845     |       3 |           |      |                                      |                    |       |                     |       |    |
I III     |            281.848     |       2 |           |      |                                      |                    |       |                     |       |    |
          |                        |         |           |      |                                      |                    |       |                     |       |    |
I III     |            283.944     |       2 |           |      |                                      |                    |       |                     |       |    |
I III     |            286.467     |       4 |           |      |                                      |                    |       |                     |       |    |
I IV      |            286.468     |       6 |           |      |                                      |                    |       |                     |       |    |
I II      |            287.8632    |    1500 |           |      |    11.220360     -     15.526159     | 5s2.5p3.(4S*).5d   | 3D*   | 5s2.5p3.(4S*).4f    | 3F    |    |
I III     |            288.515     |       4 |           |      |                                      |                    |       |                     |       |    |
          |                        |         |           |      |                                      |                    |       |                     |       |    |
I IV      |            291.097     |       4 |           |      |                                      |                    |       |                     |       |    |
I III     |            291.098     |       3 |           |      |                                      |                    |       |                     |       |    |
I IV      |            291.733     |       5 |           |      |                                      |                    |       |                     |       |    |
I III     |            291.735     |       3 |           |      |                                      |                    |       |                     |       |    |
I III     |            293.111     |       2 |           |      |                                      |                    |       |                     |       |    |
          |                        |         |           |      |                                      |                    |       |                     |       |    |
I II      |            299.3866    |    1000 |           |      |    11.422987     -     15.563061     | 5s2.5p3.(4S*).5d   | 3D*   | 5s2.5p3.(4S*).4f    | 3F    |    |
I III     |            300.568     |       2 |           |      |                                      |                    |       |                     |       |    |
I IV      |            306.917     |       4 |           |      |                                      |                    |       |                     |       |    |
I III     |            306.923     |       3 |           |      |                                      |                    |       |                     |       |    |
I II      |            307.8754    |    5000 |           |      |    11.531268     -     15.557175     | 5s2.5p3.(4S*).5d   | 3D*   | 5s2.5p3.(4S*).4f    | 3F    |    |
          |                        |         |           |      |                                      |                    |       |                     |       |    |
I III     |            315.388     |       3 |           |      |                                      |                    |       |                     |       |    |
I II      |            316.1027    |     200 |           |      |    13.456934     -     17.378075     | 5s2.5p3.(2D*).5d   | 1D*   | 5s2.5p3.(2D*).7p    | 1F    |    |
I IV      |            317.011     |       4 |           |      |                                      |                    |       |                     |       |    |
I III     |            317.014     |       3 |           |      |                                      |                    |       |                     |       |    |
I II      |            317.5066    |    1000 |           |      |    10.442220     -     14.346019     | 5s.5p5             | 3P*   | 5s2.5p3.(2D*).6p    | 3P    |    |
          |                        |         |           |      |                                      |                    |       |                     |       |    |
I IV      |            318.164     |       4 |           |      |                                      |                    |       |                     |       |    |
I III     |            318.166     |       3 |           |      |                                      |                    |       |                     |       |    |
I IV      |            321.012     |       4 |           |      |                                      |                    |       |                     |       |    |
I III     |            321.014     |       3 |           |      |                                      |                    |       |                     |       |    |
I IV      |            321.348     |       6 |           |      |                                      |                    |       |                     |       |    |
          |                        |         |           |      |                                      |                    |       |                     |       |    |
I III     |            321.349     |       4 |           |      |                                      |                    |       |                     |       |    |
I IV      |            322.490     |       6 |           |      |                                      |                    |       |                     |       |    |
I III     |            322.493     |       4 |           |      |                                      |                    |       |                     |       |    |
I III     |            330.047     |       2 |           |      |                                      |                    |       |                     |       |    |
I II      |            335.5531    |     300 |           |      |    10.519175     -     14.213030     | 5s2.5p3.(4S*).6s   | 3S*   | 5s2.5p3.(2D*).6p    | 3P    |    |
          |                        |         |           |      |                                      |                    |       |                     |       |    |
I II      |            342.4993    |    250c |           |      |    13.329760     -     16.948710     | 5s2.5p3.(2D*).5d   | 3F*   | 5s2.5p3.(4S*).8p    | 3P    |    |
I III     |            347.953     |       2 |           |      |                                      |                    |       |                     |       |    |
I II      |            349.7406    |    300c |           |      |    11.220360     -     14.764382     | 5s2.5p3.(4S*).5d   | 3D*   | 5s2.5p3.(2D*).6p    | 1D    |    |
I II      |            352.6904    |     500 |           |      |    13.550908     -     17.065300     | 5s2.5p3.(2D*).5d   | 3S*   | 5s2.5p3.(2D*).4f    | 3P    |    |
I IV      |            354.690     |       4 |           |      |                                      |                    |       |                     |       |    |
          |                        |         |           |      |                                      |                    |       |                     |       |    |
I III     |            354.692     |       3 |           |      |                                      |                    |       |                     |       |    |
I III     |            361.381     |       3 |           |      |                                      |                    |       |                     |       |    |
I II      |            374.2138    |     200 |           |      |    14.058932     -     17.371185     | 5s2.5p3.(2D*).5d   | 1F*   | 5s2.5p3.(2D*).7p    | 3F    |    |
I III     |            375.440     |       2 |           |      |                                      |                    |       |                     |       |    |
I III     |            375.455     |       2 |           |      |                                      |                    |       |                     |       |    |
          |                        |         |           |      |                                      |                    |       |                     |       |    |
